date,tests,cases,county
2023-03-17,45068,2189,California
2023-03-18,26535,1393,California
2023-03-18,13625,84,California
2023-03-19,27634,1336,California
2023-03-20,65454,2474,California
2023-03-21,57344,2082,California
2023-03-22,53661,2026,California
2023-03-23,53189,1943,California
2023-03-24,44061,1820,California
2023-03-25,12824,83,California
2023-03-25,25053,1148,California
2023-03-26,26543,1210,California
2023-03-27,59384,2107,California
2023-03-28,55296,1851,California
2023-03-29,51893,1994,California
2023-03-30,47727,1796,California
2023-03-31,38722,1702,California
2023-04-01,12324,83,California
2023-04-01,23346,1119,California
2023-04-02,25506,1102,California
2023-04-03,56155,2106,California
2023-04-04,52210,1820,California
2023-04-05,46299,1765,California
2023-04-06,43468,1630,California
2023-04-07,34718,1507,California
2023-04-08,11863,79,California
2023-04-08,24073,1150,California
2023-04-09,21504,1024,California
2023-04-10,56552,2272,California
2023-04-11,51973,1842,California
2023-04-12,49026,1766,California
2023-04-13,43776,1676,California
2023-04-14,36961,1507,California
2023-04-15,21991,1082,California
2023-04-15,5109,42,California
2023-04-16,23031,963,California
2023-04-17,53811,1890,California
2023-04-18,48700,1647,California
2023-04-19,44633,1507,California
2023-04-20,43198,1466,California
2023-04-21,34158,1329,California
2023-04-22,19419,951,California
2023-04-22,4816,40,California
2023-04-23,22577,913,California
2023-04-24,51287,1818,California
2023-04-25,49157,1608,California
2023-04-26,44075,1556,California
2023-04-27,38383,1395,California
2023-04-28,31899,1296,California
2023-04-29,18223,817,California
2023-04-29,4756,42,California
2023-04-30,22074,885,California
2023-05-01,48156,1470,California
2023-05-02,43447,1413,California
2023-05-03,39938,1354,California
2023-05-04,38367,1190,California
2023-05-05,28998,1090,California
2023-05-06,14899,761,California
2023-05-06,4501,39,California
2023-05-07,21436,864,California
2023-05-08,44083,1570,California
2023-05-09,45647,1426,California
2023-05-10,40809,1320,California
2023-05-11,33520,1319,California
2023-05-12,27002,1084,California
2023-05-13,4536,42,California
2023-05-13,15265,728,California
2023-05-14,17444,678,California
2023-05-15,36588,1410,California
2023-05-16,34032,1160,California
2023-05-17,30818,1225,California
2023-05-18,28412,1107,California
2023-05-19,21728,974,California
2023-05-20,4407,52,California
2023-05-20,13590,652,California
2023-05-21,16798,688,California
2023-05-22,30763,1156,California
2023-05-23,29664,1058,California
2023-05-24,29417,1054,California
2023-05-25,24698,934,California
2023-05-26,22030,917,California
2023-05-27,4328,57,California
2023-05-27,12577,588,California
2023-05-28,15163,605,California
2023-05-29,23219,670,California
2023-05-30,31308,1282,California
2023-05-31,27554,1040,California
2023-06-01,25962,958,California
2023-06-02,21879,858,California
2023-06-03,12602,592,California
2023-06-03,4057,65,California
2023-06-04,15827,637,California
2023-06-05,29029,1116,California
2023-06-06,25169,1085,California
2023-06-07,24069,940,California
2023-06-08,23086,854,California
2023-06-09,17949,807,California
2023-06-10,9713,434,California
2023-06-10,4004,46,California
2023-06-11,13063,448,California
2023-06-12,24889,1002,California
2023-06-13,23361,994,California
2023-06-14,22302,846,California
2023-06-15,22106,808,California
2023-06-16,18764,787,California
2023-06-17,3792,45,California
2023-06-17,11726,576,California
2023-06-18,14416,514,California
2023-06-19,24735,903,California
2023-06-20,23723,892,California
2023-06-21,21778,854,California
2023-06-22,22146,853,California
2023-06-23,17906,838,California
2023-06-24,3577,47,California
2023-06-24,12027,573,California
2023-06-25,15766,510,California
2023-06-26,24533,1088,California
2023-06-27,22350,892,California
2023-06-28,22304,978,California
2023-06-29,21670,926,California
2023-06-30,16502,827,California
2023-07-01,11024,637,California
2023-07-01,3330,72,California
2023-07-02,16225,583,California
2023-07-03,21467,967,California
2023-07-04,12162,556,California
2023-07-05,21352,1094,California
2023-07-06,22930,1065,California
2023-07-07,16810,999,California
2023-07-08,12048,716,California
2023-07-08,2890,64,California
2023-07-09,15639,714,California
2023-07-10,24200,1250,California
2023-07-11,20930,1173,California
2023-07-12,19829,1064,California
2023-07-13,19362,1079,California
2023-07-14,15074,1014,California
2023-07-15,2941,50,California
2023-07-15,7063,580,California
2023-07-16,15976,756,California
2023-07-17,23316,1300,California
2023-07-18,19437,1303,California
2023-07-19,20525,1244,California
2023-07-20,20827,1207,California
2023-07-21,15308,1158,California
2023-07-22,2768,56,California
2023-07-22,9161,779,California
2023-07-23,15979,855,California
2023-07-24,23127,1680,California
2023-07-25,20113,1511,California
2023-07-26,19016,1433,California
2023-07-27,19167,1587,California
2023-07-28,16388,1337,California
2023-07-29,2971,68,California
2023-07-29,10382,1020,California
2023-07-30,13938,1027,California
2023-07-31,20876,1948,California
2023-08-01,22432,1858,California
2023-08-02,19457,1813,California
2023-08-03,20142,1897,California
2023-08-04,17823,1763,California
2023-08-05,3210,56,California
2023-08-05,9856,1339,California
2023-08-06,14451,1370,California
2023-08-07,21733,2380,California
2023-08-08,21947,2373,California
2023-08-09,22100,2278,California
2023-08-10,22557,2260,California
2023-08-11,18942,2146,California
2023-08-12,11427,1600,California
2023-08-12,3540,56,California
2023-08-13,16599,1653,California
2023-08-14,26918,3019,California
2023-08-15,24184,2847,California
2023-08-16,23337,2894,California
2023-08-17,23518,2771,California
2023-08-18,19646,2645,California
2023-08-19,3380,51,California
2023-08-19,11867,1946,California
2023-08-20,16729,1591,California
2023-08-21,29244,3465,California
2023-08-22,25883,3297,California
2023-08-23,25200,3252,California
2023-08-24,24125,3271,California
2023-08-25,20409,2869,California
2023-08-26,12147,1985,California
2023-08-26,4213,51,California
2023-08-27,17786,1927,California
2023-08-28,31319,3933,California
2023-08-29,28250,3588,California
2023-08-30,26117,3373,California
2023-08-31,28110,3298,California
2023-09-01,21183,2929,California
2023-09-02,4871,53,California
2023-09-02,11915,2069,California
2023-09-03,12728,1709,California
2023-09-04,21479,2201,California
2023-09-05,33126,3788,California
2023-09-06,28586,3417,California
2023-09-07,28182,2988,California
2023-09-08,22789,2679,California
2023-09-09,4727,46,California
2023-09-09,12505,1862,California
2023-09-10,15773,1902,California
2023-09-11,31181,3234,California
2023-09-12,29726,2925,California
2023-09-13,26504,2723,California
2023-09-14,25346,2408,California
2023-09-15,20395,2319,California
2023-09-16,4783,49,California
2023-09-16,11414,1532,California
2023-09-17,14673,1394,California
2023-09-18,31295,2653,California
2023-09-19,29065,2402,California
2023-09-20,25947,2259,California
2023-09-21,24568,2038,California
2023-09-22,19234,1725,California
2023-09-23,11155,1290,California
2023-09-23,4778,43,California
2023-09-24,14977,1169,California
2023-09-25,30893,2161,California
2023-09-26,29523,1997,California
2023-09-27,24969,1814,California
2023-09-28,25117,1694,California
2023-09-29,18281,1477,California
2023-09-30,4877,44,California
2023-09-30,10665,1012,California
2023-10-01,13119,955,California
2023-10-02,28534,1742,California
2023-10-03,27709,1668,California
2023-10-04,22078,1337,California
2023-10-05,23074,1364,California
2023-10-06,17252,1203,California
2023-10-07,11436,966,California
2023-10-07,4631,60,California
2023-10-08,13979,829,California
2023-10-09,28503,1576,California
2023-10-10,24773,1546,California
2023-10-11,23308,1399,California
2023-10-12,24312,1397,California
2023-10-13,18348,1233,California
2023-10-14,10411,871,California
2023-10-14,4989,71,California
2023-10-15,13279,924,California
2023-10-16,27147,1704,California
2023-10-17,26874,1550,California
2023-10-18,23232,1471,California
2023-10-19,23233,1476,California
2023-10-20,17974,1367,California
2023-10-21,10320,834,California
2023-10-21,5241,92,California
2023-10-22,12089,875,California
2023-10-23,25998,1586,California
2023-10-24,24524,1404,California
2023-10-25,22495,1338,California
2023-10-26,22119,1186,California
2023-10-27,17649,1183,California
2023-10-28,9953,776,California
2023-10-28,4840,109,California
2023-10-29,12551,712,California
2023-10-30,26159,1636,California
2023-10-31,23295,1265,California
2023-11-01,21165,1296,California
2023-11-02,24787,1290,California
2023-11-03,19248,1300,California
2023-11-04,16372,586,California
2023-11-04,11475,921,California
2023-11-05,14326,1039,California
2023-11-06,29991,1853,California
2023-11-07,28469,1660,California
2023-11-08,23659,1508,California
2023-11-09,23777,1483,California
2023-11-10,18130,1416,California
2023-11-11,17195,855,California
2023-11-11,11671,1019,California
2023-11-12,14077,1102,California
2023-11-13,29800,1950,California
2023-11-14,27304,1713,California
2023-11-15,23667,1614,California
2023-11-16,26238,1747,California
2023-11-17,20768,1592,California
2023-11-18,19621,1269,California
2023-11-18,12599,1145,California
2023-11-19,14007,1067,California
2023-11-20,28021,1799,California
2023-11-21,26748,1708,California
2023-11-22,22125,1581,California
2023-11-23,11366,862,California
2023-11-24,18121,1526,California
2023-11-25,12942,1203,California
2023-11-25,18206,1346,California
2023-11-26,15775,1341,California
2023-11-27,31006,2333,California
2023-11-28,28156,2071,California
2023-11-29,27143,2147,California
2023-11-30,26700,2286,California
2023-12-01,22617,2042,California
2023-12-02,23712,2088,California
2023-12-02,14012,1348,California
2023-12-03,16217,1415,California
2023-12-04,33306,2669,California
2023-12-05,32237,2503,California
2023-12-06,27214,2512,California
2023-12-07,28270,2424,California
2023-12-08,22632,2196,California
2023-12-09,25256,3164,California
2023-12-09,13963,1417,California
2023-12-10,17232,1496,California
2023-12-11,34565,3090,California
2023-12-12,33184,2444,California
2023-12-13,29663,2639,California
2023-12-14,28736,2520,California
2023-12-15,25303,2753,California
2023-12-16,15798,1692,California
2023-12-16,28788,4471,California
2023-12-17,19409,1880,California
2023-12-18,35671,3583,California
2023-12-19,34875,3420,California
2023-12-20,31016,3298,California
2023-12-21,31404,3233,California
2023-12-22,24624,2946,California
2023-12-23,16715,2018,California
2023-12-23,33643,6321,California
2023-12-24,14359,1809,California
2023-12-25,17275,1949,California
2023-12-26,32305,3317,California
2023-12-27,33184,3423,California
2023-12-28,34779,3509,California
2023-12-29,28784,3363,California
2023-12-30,17110,2093,California
2023-12-30,29990,5045,California
2023-12-31,15070,1942,California
2024-01-01,18071,2425,California
2024-01-02,28939,3445,California
2024-01-03,27226,3136,California
2024-01-04,28501,2890,California
2024-01-05,27353,2817,California
2024-01-06,28581,3724,California
2024-01-06,16037,1765,California
2024-01-07,18747,1784,California
2024-01-08,31508,3053,California
2024-01-09,30105,2756,California
2024-01-10,26811,2542,California
2024-01-11,28717,2653,California
2024-01-12,23399,2241,California
2024-01-13,14183,1598,California
2024-01-13,26450,2889,California
2024-01-14,15530,1626,California
2024-01-15,22994,2171,California
2024-01-16,30891,2847,California
2024-01-17,28805,2568,California
2024-01-18,28439,2514,California
2024-01-19,23125,2181,California
2024-01-20,24182,2961,California
2024-01-20,13493,1462,California
2024-01-21,16104,1385,California
2024-01-22,32802,2222,California
2024-01-23,29236,2319,California
2024-01-24,25834,1991,California
2024-01-25,26587,1891,California
2024-01-26,22411,1700,California
2024-01-27,23426,2288,California
2024-01-27,14032,1145,California
2024-01-28,16088,1123,California
2024-01-29,32603,1964,California
2024-01-30,27042,1809,California
2024-01-31,25931,1738,California
2024-02-01,26413,1520,California
2024-02-02,20451,1495,California
2024-02-03,21995,1785,California
2024-02-03,12952,981,California
2024-02-04,14680,942,California
2024-02-05,28850,1538,California
2024-02-06,28891,1436,California
2024-02-07,24400,1438,California
2024-02-08,25683,1347,California
2024-02-09,19235,1199,California
2024-02-10,12354,810,California
2024-02-10,18980,1273,California
2024-02-11,14041,805,California
2024-02-12,28405,1376,California
2024-02-13,27691,1267,California
2024-02-14,23286,1245,California
2024-02-15,26002,1374,California
2024-02-16,20995,1177,California
2024-02-17,20783,1403,California
2024-02-17,13403,721,California
2024-02-18,13919,714,California
2024-02-19,20827,879,California
2024-02-20,29287,1227,California
2024-02-21,27840,1169,California
2024-02-22,25657,1010,California
2024-02-23,21410,925,California
2024-02-24,19516,1111,California
2024-02-24,12503,622,California
2024-02-25,14371,622,California
2024-02-26,29506,995,California
2024-02-27,28970,897,California
2024-02-28,22980,842,California
2024-02-29,22895,750,California
2024-03-01,19399,690,California
2024-03-02,11836,526,California
2024-03-02,17914,1019,California
2024-03-03,14425,514,California
2024-03-04,30134,802,California
2024-03-05,27572,688,California
2024-03-06,23854,672,California
2024-03-07,23213,662,California
2024-03-08,19640,567,California
2024-03-09,12887,437,California
2024-03-09,18224,951,California
2024-03-10,14204,346,California
2024-03-11,29471,635,California
2024-03-12,28941,620,California
2024-03-13,23674,573,California
2024-03-14,22853,537,California
2024-03-15,20856,508,California
2024-03-16,17835,893,California
2024-03-16,12216,353,California
2024-03-17,14853,365,California
2024-03-18,28906,580,California
2024-03-19,27825,572,California
2024-03-20,22558,532,California
2024-03-21,23449,508,California
2024-03-22,19034,475,California
2024-03-23,16728,868,California
2024-03-23,12133,337,California
2024-03-24,14639,331,California
2024-03-25,27186,490,California
2024-03-26,24537,438,California
2024-03-27,21763,422,California
2024-03-28,21225,424,California
2024-03-29,17666,370,California
2024-03-30,15586,696,California
2024-03-30,11390,284,California
2024-03-31,13036,298,California
2024-04-01,25527,436,California
2024-04-02,26178,419,California
2024-04-03,22020,389,California
2024-04-04,21281,402,California
2024-04-05,17044,369,California
2024-04-06,15038,622,California
2024-04-06,10945,266,California
2024-04-07,12764,246,California
2024-04-08,26719,412,California
2024-04-09,24964,384,California
2024-04-10,20280,388,California
2024-04-11,21352,424,California
2024-04-12,17254,397,California
2024-04-13,10308,274,California
2024-04-13,15033,657,California
2024-04-14,11750,284,California
2024-04-15,24511,408,California
2024-04-16,24159,429,California
2024-04-17,20238,446,California
2024-04-18,20939,379,California
2024-04-19,15538,368,California
2024-04-20,14570,675,California
2024-04-20,9570,248,California
2024-04-21,11742,234,California
2024-04-22,24302,417,California
2024-04-23,21834,425,California
2024-04-24,19558,376,California
2024-04-25,21381,372,California
2024-04-26,15922,333,California
2024-04-27,13909,561,California
2024-04-27,10184,228,California
2024-04-28,12505,288,California
2024-04-29,23632,483,California
2024-04-30,22080,457,California
2024-05-01,18560,442,California
2024-05-02,19774,365,California
2024-05-03,15722,400,California
2024-05-04,9650,274,California
2024-05-04,9065,311,California
2024-05-05,11609,263,California
2024-05-06,22729,539,California
2024-05-07,21346,466,California
2024-05-08,18561,441,California
2024-05-09,18795,432,California
2024-05-10,14487,433,California
2024-05-11,9626,365,California
2024-05-11,4414,143,California
2024-05-12,11255,341,California
2024-05-13,18588,575,California
2024-05-14,18865,505,California
2024-05-15,17377,591,California
2024-05-16,20222,567,California
2024-05-17,15574,508,California
2024-05-18,9072,366,California
2024-05-18,4218,123,California
2024-05-19,11753,406,California
2024-05-20,18944,643,California
2024-05-21,18060,602,California
2024-05-22,18322,693,California
2024-05-23,19864,610,California
2024-05-24,18685,628,California
2024-05-25,4153,150,California
2024-05-25,8614,418,California
2024-05-26,9089,450,California
2024-05-27,14872,551,California
2024-05-28,23806,830,California
2024-05-29,21453,801,California
2024-05-30,19805,835,California
2024-05-31,15586,783,California
2024-06-01,3990,121,California
2024-06-01,9527,479,California
2024-06-02,11295,567,California
2024-06-03,18429,942,California
2024-06-04,20289,922,California
2024-06-05,20936,864,California
2024-06-06,20507,886,California
2024-06-07,16715,842,California
2024-06-08,9591,598,California
2024-06-08,4019,161,California
2024-06-09,11244,665,California
2024-06-10,22647,1107,California
2024-06-11,21598,1074,California
2024-06-12,20021,1168,California
2024-06-13,20105,1151,California
2024-06-14,15532,1103,California
2024-06-15,3967,120,California
2024-06-15,10046,825,California
2024-06-16,12268,861,California
2024-06-17,22997,1550,California
2024-06-18,22018,1361,California
2024-06-19,20962,1338,California
2024-06-20,21511,1452,California
2024-06-21,16656,1356,California
2024-06-22,3864,113,California
2024-06-22,9630,1015,California
2024-06-23,12525,988,California
2024-06-24,22355,1574,California
2024-06-25,20678,1652,California
2024-06-26,19451,1503,California
2024-06-27,19909,1522,California
2024-06-28,14988,1464,California
2024-06-29,10134,1100,California
2024-06-29,3838,95,California
2024-06-30,12970,1131,California
2024-07-01,18776,1822,California
2024-07-02,18456,1871,California
2024-07-03,15058,1797,California
2024-07-04,11497,1120,California
2024-07-05,18677,1727,California
2024-07-06,11749,1421,California
2024-07-06,3288,112,California
2024-07-07,13349,1483,California
2024-07-08,24694,2235,California
2024-07-09,22281,2326,California
2024-07-10,21928,2308,California
2024-07-11,21246,2068,California
2024-07-12,16583,2094,California
2024-07-13,10501,1436,California
2024-07-13,3525,83,California
2024-07-14,12177,1439,California
2024-07-15,23277,2486,California
2024-07-16,23408,2417,California
2024-07-17,19871,2345,California
2024-07-18,20841,2280,California
2024-07-19,16957,2178,California
2024-07-20,10749,1639,California
2024-07-20,3590,68,California
2024-07-21,13466,1647,California
2024-07-22,25873,2701,California
2024-07-23,24142,2540,California
2024-07-24,21933,2545,California
2024-07-25,21168,2398,California
2024-07-26,17572,2309,California
2024-07-27,3487,43,California
2024-07-27,11214,1695,California
2024-07-28,13667,1773,California
2024-07-29,25981,2859,California
2024-07-30,25502,2747,California
2024-07-31,20445,2725,California
2024-08-01,20847,2479,California
2024-08-02,17525,2516,California
2024-08-03,11887,1887,California
2024-08-03,3579,53,California
2024-08-04,14206,1794,California
2024-08-05,24392,2836,California
2024-08-06,22338,2659,California
2024-08-07,21180,2706,California
2024-08-08,19624,2389,California
2024-08-09,16858,2361,California
2024-08-10,3718,59,California
2024-08-10,10425,1711,California
2024-08-11,13669,1775,California
2024-08-12,23427,2641,California
2024-08-13,21014,2534,California
2024-08-14,22445,2585,California
2024-08-15,20389,2440,California
2024-08-16,18218,2366,California
2024-08-17,3590,46,California
2024-08-17,10622,1690,California
2024-08-18,12784,1630,California
2024-08-19,24143,2697,California
2024-08-20,24027,2567,California
2024-08-21,22918,2519,California
2024-08-22,19755,2344,California
2024-08-23,17090,2135,California
2024-08-24,3891,40,California
2024-08-24,10309,1512,California
2024-08-25,13459,1582,California
2024-08-26,24551,2364,California
2024-08-27,22142,2315,California
2024-08-28,20421,2299,California
2024-08-29,20962,2140,California
2024-08-30,17039,1881,California
2024-08-31,4051,59,California
2024-08-31,9550,1401,California
2024-09-01,9806,1229,California
2024-09-02,16638,1539,California
2024-09-03,22598,2087,California
2024-09-04,21446,1967,California
2024-09-05,20709,2160,California
2024-09-06,17529,1716,California
2024-09-07,4023,46,California
2024-09-07,10351,1457,California
2024-09-08,11985,1274,California
2024-09-09,21626,1707,California
2024-09-10,19918,1471,California
2024-09-11,17448,1410,California
2024-09-12,20603,1391,California
2024-09-13,15860,1222,California
2024-09-14,4215,42,California
2024-09-14,9467,899,California
2024-09-15,11599,824,California
2024-09-16,19915,1165,California
2024-09-17,18364,1128,California
2024-09-18,19636,1025,California
2024-09-19,18007,1053,California
2024-09-20,15536,897,California
2024-09-21,3940,48,California
2024-09-21,9431,683,California
2024-09-22,12095,587,California
2024-09-23,21123,1062,California
2024-09-24,18190,925,California
2024-09-25,17307,872,California
2024-09-26,17636,804,California
2024-09-27,14145,720,California
2024-09-28,8943,534,California
2024-09-28,3935,60,California
2024-09-29,12092,514,California
2024-09-30,19927,785,California
2024-10-01,18398,696,California
2024-10-02,16817,772,California
2024-10-03,15271,678,California
2024-10-04,13438,549,California
2024-10-05,8796,449,California
2024-10-05,7821,128,California
2024-10-06,11912,440,California
2024-10-07,19225,638,California
2024-10-08,17344,568,California
2024-10-09,15228,549,California
2024-10-10,16196,538,California
2024-10-11,13310,481,California
2024-10-12,8523,319,California
2024-10-12,11414,172,California
2024-10-13,10276,289,California
2024-10-14,18172,495,California
2024-10-15,18577,512,California
2024-10-16,15326,435,California
2024-10-17,15147,429,California
2024-10-18,13396,379,California
2024-10-19,8160,274,California
2024-10-19,11641,187,California
2024-10-20,10176,289,California
2024-10-21,19849,488,California
2024-10-22,16214,415,California
2024-10-23,13684,433,California
2024-10-24,12202,374,California
2024-10-25,10311,324,California
2024-10-26,12539,209,California
2024-10-26,7267,248,California
2024-10-27,7739,264,California
2024-10-28,12131,412,California
2024-10-29,9130,355,California
2024-10-30,9040,288,California
2024-10-31,7336,259,California
2024-11-01,8054,271,California
2024-11-02,5737,202,California
2024-11-03,6176,193,California
2024-11-04,8951,333,California
2024-11-05,5315,160,California
